Date,Revenue,Expenses,Department,Region,Product Line,Expense Category,Client ID
2025-07-02,0.0,557.94,Operations,South,Software Licenses,Office Supplies,
2025-07-02,2932.53,251.3,Engineering,West,Software Licenses,Software Subscriptions,CL-016
2025-07-02,2290.13,0.0,Marketing,East,Software Licenses,Events,CL-016
2025-07-02,3791.6,0.0,Operations,North,Consulting Services,Office Supplies,CL-060
2025-07-02,7131.14,0.0,Engineering,South,Consulting Services,Hardware Servers,CL-063
2025-07-03,5649.76,866.28,Marketing,East,Consulting Services,Events,CL-017
2025-07-03,10451.87,2788.12,Operations,South,Consulting Services,Salaries,CL-040
2025-07-03,6149.01,1412.1,Marketing,East,Cloud Subscriptions,Software Subscriptions,CL-049
2025-07-03,2610.12,0.0,Sales,West,Cloud Subscriptions,Commissions,CL-029
2025-07-03,9530.44,1699.15,Marketing,West,Consulting Services,Software Subscriptions,CL-059
2025-07-03,10296.2,0.0,HR,West,Hardware Systems,Salaries,CL-063
2025-07-03,5208.9,0.0,Marketing,North,Hardware Systems,Events,CL-034
2025-07-03,0.0,1805.56,Operations,West,Consulting Services,Rent,
2025-07-03,2932.47,902.65,Marketing,South,Consulting Services,Software Subscriptions,CL-069
2025-07-04,8700.25,0.0,Operations,South,Cloud Subscriptions,Rent,CL-021
2025-07-04,0.0,1475.57,Sales,North,Hardware Systems,Salaries,
2025-07-04,5916.11,0.0,Operations,East,Software Licenses,Rent,CL-028
2025-07-04,3115.98,0.0,Marketing,North,Hardware Systems,Events,CL-078
2025-07-04,4799.69,1790.61,Engineering,North,Consulting Services,Salaries,CL-060
2025-07-04,0.0,2536.27,Engineering,East,Cloud Subscriptions,Hardware Servers,
2025-07-04,0.0,910.49,Engineering,South,Consulting Services,Hardware Servers,
2025-07-05,5477.27,0.0,Marketing,West,Software Licenses,Salaries,CL-046
2025-07-05,9024.79,1604.1,Marketing,South,Consulting Services,Salaries,CL-056
2025-07-05,6841.6,1268.77,Engineering,South,Consulting Services,Software Subscriptions,CL-033
2025-07-05,1341.61,3584.79,Operations,North,Hardware Systems,Office Supplies,CL-099
2025-07-05,4642.82,0.0,HR,West,Software Licenses,Benefits,CL-094
2025-07-05,0.0,1525.81,HR,West,Software Licenses,Benefits,
2025-07-05,0.0,1537.22,Marketing,North,Hardware Systems,Events,
2025-07-05,7457.07,0.0,Sales,South,Consulting Services,Salaries,CL-069
2025-07-06,7348.27,0.0,Marketing,South,Hardware Systems,Software Subscriptions,CL-005
2025-07-06,5500.46,0.0,Sales,North,Consulting Services,Travel,CL-082
2025-07-06,1592.36,0.0,Engineering,East,Cloud Subscriptions,Training,CL-094
2025-07-06,3442.82,0.0,Marketing,South,Cloud Subscriptions,Marketing Ads,CL-079
2025-07-06,0.0,2152.03,Engineering,South,Cloud Subscriptions,Salaries,
2025-07-06,7494.94,948.19,Operations,West,Software Licenses,Salaries,CL-088
2025-07-07,0.0,1594.24,Operations,South,Cloud Subscriptions,Utilities,
2025-07-07,0.0,1911.09,Marketing,South,Cloud Subscriptions,Marketing Ads,
2025-07-07,0.0,3918.03,Operations,East,Hardware Systems,Salaries,
2025-07-07,0.0,2662.94,Engineering,North,Hardware Systems,Salaries,
2025-07-07,0.0,4103.81,HR,West,Hardware Systems,Software Subscriptions,
2025-07-07,7373.78,1087.37,Marketing,North,Cloud Subscriptions,Software Subscriptions,CL-031
2025-07-07,1427.34,1416.62,Operations,North,Cloud Subscriptions,Salaries,CL-079
2025-07-07,6327.7,0.0,Marketing,East,Hardware Systems,Salaries,CL-078
2025-07-07,7287.56,0.0,Marketing,West,Cloud Subscriptions,Events,CL-094
2025-07-08,9179.45,1112.73,Sales,North,Software Licenses,Software Subscriptions,CL-052
2025-07-08,9185.65,748.5,Marketing,South,Hardware Systems,Marketing Ads,CL-072
2025-07-08,4212.23,0.0,Operations,East,Software Licenses,Rent,CL-080
2025-07-08,2589.2,0.0,Marketing,North,Hardware Systems,Events,CL-075
2025-07-08,10508.32,0.0,Engineering,South,Cloud Subscriptions,Hardware Servers,CL-059
2025-07-08,14398.44,0.0,Engineering,South,Software Licenses,Salaries,CL-079
2025-07-08,1741.23,0.0,Operations,East,Consulting Services,Office Supplies,CL-081
2025-07-09,5043.16,0.0,HR,West,Software Licenses,Benefits,CL-076
2025-07-09,5966.45,2588.44,HR,East,Cloud Subscriptions,Software Subscriptions,CL-046
2025-07-09,0.0,2783.24,Engineering,North,Cloud Subscriptions,Software Subscriptions,
2025-07-09,0.0,624.2,Marketing,South,Cloud Subscriptions,Salaries,
2025-07-09,2719.68,0.0,Sales,West,Consulting Services,Travel,CL-045
2025-07-09,4456.88,0.0,Marketing,South,Cloud Subscriptions,Salaries,CL-032
2025-07-09,0.0,2427.17,Marketing,North,Cloud Subscriptions,Software Subscriptions,
2025-07-09,12572.84,717.88,Marketing,South,Cloud Subscriptions,Salaries,CL-043
2025-07-09,0.0,1210.91,Engineering,West,Cloud Subscriptions,Software Subscriptions,
2025-07-10,1877.94,0.0,Operations,North,Cloud Subscriptions,Salaries,CL-009
2025-07-10,0.0,1803.56,Sales,South,Consulting Services,Salaries,
2025-07-10,0.0,2089.35,HR,North,Consulting Services,Recruitment,
2025-07-10,0.0,1131.67,Marketing,South,Software Licenses,Software Subscriptions,
2025-07-10,0.0,2803.84,Engineering,East,Consulting Services,Hardware Servers,
2025-07-10,0.0,1317.09,HR,West,Software Licenses,Recruitment,
2025-07-10,7878.45,1326.51,Marketing,West,Software Licenses,Marketing Ads,CL-017
2025-07-11,11025.34,0.0,Engineering,South,Cloud Subscriptions,Software Subscriptions,CL-098
2025-07-11,2194.5,0.0,HR,East,Software Licenses,Salaries,CL-005
2025-07-11,8411.56,0.0,Engineering,East,Hardware Systems,Software Subscriptions,CL-014
2025-07-11,5129.05,0.0,Marketing,East,Consulting Services,Events,CL-088
2025-07-11,3721.33,0.0,HR,East,Consulting Services,Benefits,CL-016
2025-07-11,0.0,2128.36,HR,South,Hardware Systems,Software Subscriptions,
2025-07-11,4262.62,0.0,Engineering,South,Software Licenses,Hardware Servers,CL-016
2025-07-11,10626.74,0.0,Engineering,East,Software Licenses,Salaries,CL-080
2025-07-12,2865.02,2423.83,Sales,East,Cloud Subscriptions,Commissions,CL-029
2025-07-12,0.0,728.43,Marketing,East,Hardware Systems,Marketing Ads,
2025-07-12,0.0,2234.37,Sales,North,Cloud Subscriptions,Salaries,
2025-07-12,10400.8,818.88,Sales,West,Cloud Subscriptions,Salaries,CL-014
2025-07-12,0.0,3520.54,HR,East,Hardware Systems,Software Subscriptions,
2025-07-12,2196.77,0.0,Operations,East,Cloud Subscriptions,Office Supplies,CL-089
2025-07-12,6447.93,0.0,Sales,West,Hardware Systems,Travel,CL-034
2025-07-12,0.0,1759.93,HR,East,Cloud Subscriptions,Recruitment,
2025-07-12,0.0,1238.38,Sales,West,Software Licenses,Travel,
2025-07-13,8952.96,1987.59,Engineering,North,Hardware Systems,Hardware Servers,CL-048
2025-07-13,0.0,222.74,Operations,West,Software Licenses,Rent,
2025-07-13,7796.69,525.54,Marketing,North,Hardware Systems,Events,CL-085
2025-07-13,10034.3,0.0,Marketing,East,Software Licenses,Events,CL-087
2025-07-13,3762.41,0.0,Marketing,East,Consulting Services,Marketing Ads,CL-020
2025-07-14,0.0,3041.38,Engineering,North,Consulting Services,Training,
2025-07-14,0.0,1854.85,Sales,South,Hardware Systems,Commissions,
2025-07-14,5627.54,1838.27,Operations,East,Consulting Services,Salaries,CL-029
2025-07-14,0.0,1510.96,Sales,North,Consulting Services,Commissions,
2025-07-14,1359.53,0.0,Engineering,North,Consulting Services,Hardware Servers,CL-079
2025-07-15,5646.42,1162.64,Sales,South,Hardware Systems,Salaries,CL-014
2025-07-15,6372.27,0.0,Operations,South,Hardware Systems,Rent,CL-018
2025-07-15,0.0,886.94,Operations,North,Software Licenses,Salaries,
2025-07-15,0.0,2190.66,Engineering,South,Hardware Systems,Salaries,
2025-07-15,0.0,2558.73,Marketing,West,Consulting Services,Marketing Ads,
2025-07-16,10940.22,0.0,Marketing,South,Software Licenses,Software Subscriptions,CL-098
2025-07-16,0.0,1538.05,HR,South,Hardware Systems,Recruitment,
2025-07-16,0.0,1257.11,Marketing,South,Consulting Services,Software Subscriptions,
2025-07-16,0.0,1205.45,Sales,North,Software Licenses,Travel,
2025-07-16,0.0,1176.03,Engineering,East,Consulting Services,Software Subscriptions,
2025-07-16,0.0,1511.02,HR,West,Cloud Subscriptions,Benefits,
2025-07-16,0.0,1169.83,Sales,East,Software Licenses,Travel,
2025-07-16,0.0,2167.01,Operations,South,Consulting Services,Rent,
2025-07-17,9906.59,1753.69,Sales,South,Hardware Systems,Salaries,CL-004
2025-07-17,6832.09,0.0,HR,South,Hardware Systems,Salaries,CL-093
2025-07-17,3556.03,0.0,Marketing,West,Hardware Systems,Marketing Ads,CL-045
2025-07-17,0.0,1168.8,Operations,West,Cloud Subscriptions,Rent,
2025-07-17,11653.36,1098.79,Marketing,South,Cloud Subscriptions,Events,CL-011
2025-07-17,0.0,2031.3,HR,North,Hardware Systems,Benefits,
2025-07-17,0.0,2786.28,HR,South,Hardware Systems,Recruitment,
2025-07-17,2536.87,0.0,Marketing,North,Cloud Subscriptions,Events,CL-008
2025-07-17,8540.38,2061.23,Marketing,North,Cloud Subscriptions,Events,CL-009
2025-07-17,6264.17,0.0,Engineering,North,Hardware Systems,Software Subscriptions,CL-064
2025-07-18,0.0,3180.11,Sales,North,Hardware Systems,Travel,
2025-07-18,0.0,4942.34,Sales,West,Hardware Systems,Salaries,
2025-07-18,11831.11,694.37,HR,West,Software Licenses,Salaries,CL-010
2025-07-18,0.0,3025.04,Engineering,West,Consulting Services,Salaries,
2025-07-18,0.0,2957.14,Engineering,West,Consulting Services,Software Subscriptions,
2025-07-19,0.0,1475.81,Sales,South,Cloud Subscriptions,Salaries,
2025-07-19,2182.63,0.0,Operations,North,Cloud Subscriptions,Salaries,CL-051
2025-07-19,0.0,1042.24,Operations,North,Software Licenses,Salaries,
2025-07-19,10814.0,993.28,Sales,West,Software Licenses,Travel,CL-054
2025-07-19,10431.67,735.38,Operations,East,Software Licenses,Rent,CL-006
2025-07-19,4813.08,0.0,HR,West,Hardware Systems,Benefits,CL-088
2025-07-19,0.0,1750.35,Marketing,West,Consulting Services,Events,
2025-07-20,6367.83,0.0,Marketing,South,Software Licenses,Marketing Ads,CL-047
2025-07-20,0.0,2784.55,Sales,North,Consulting Services,Travel,
2025-07-20,2260.48,791.99,Marketing,South,Cloud Subscriptions,Salaries,CL-059
2025-07-20,3832.98,0.0,Sales,South,Consulting Services,Commissions,CL-072
2025-07-20,0.0,449.03,Marketing,West,Consulting Services,Software Subscriptions,
2025-07-20,2951.1,0.0,Engineering,West,Cloud Subscriptions,Training,CL-069
2025-07-20,6648.62,0.0,HR,North,Cloud Subscriptions,Benefits,CL-034
2025-07-20,9010.62,0.0,Engineering,West,Hardware Systems,Training,CL-095
2025-07-20,1601.33,0.0,HR,South,Consulting Services,Benefits,CL-025
2025-07-20,0.0,1187.84,Operations,South,Software Licenses,Salaries,
2025-07-21,3160.49,0.0,Operations,South,Consulting Services,Salaries,CL-031
2025-07-21,9351.35,0.0,HR,South,Cloud Subscriptions,Salaries,CL-031
2025-07-21,0.0,1142.63,Sales,East,Software Licenses,Travel,
2025-07-21,0.0,986.36,HR,South,Hardware Systems,Recruitment,
2025-07-21,5226.89,0.0,Engineering,East,Hardware Systems,Software Subscriptions,CL-005
2025-07-21,11200.35,0.0,HR,North,Software Licenses,Recruitment,CL-066
2025-07-21,0.0,1014.93,HR,West,Cloud Subscriptions,Salaries,
2025-07-21,6761.99,0.0,Sales,West,Software Licenses,Travel,CL-086
2025-07-21,3214.68,2716.39,Operations,West,Consulting Services,Office Supplies,CL-063
2025-07-21,0.0,3544.09,Marketing,West,Hardware Systems,Salaries,
2025-07-22,5276.44,2025.05,Sales,North,Consulting Services,Travel,CL-047
2025-07-22,5330.89,0.0,Sales,East,Hardware Systems,Travel,CL-004
2025-07-22,0.0,444.74,Sales,West,Software Licenses,Salaries,
2025-07-22,1661.03,0.0,Sales,North,Hardware Systems,Commissions,CL-046
2025-07-22,0.0,400.9,HR,North,Cloud Subscriptions,Benefits,
2025-07-22,7292.64,0.0,Sales,North,Hardware Systems,Travel,CL-059
2025-07-22,5095.63,2308.38,Marketing,South,Hardware Systems,Marketing Ads,CL-094
2025-07-22,7288.56,0.0,Sales,West,Software Licenses,Commissions,CL-021
2025-07-23,9711.05,0.0,HR,East,Software Licenses,Salaries,CL-089
2025-07-23,4767.98,0.0,Marketing,North,Hardware Systems,Marketing Ads,CL-016
2025-07-23,1541.02,0.0,Marketing,West,Consulting Services,Software Subscriptions,CL-019
2025-07-23,9052.69,0.0,Engineering,South,Software Licenses,Hardware Servers,CL-038
2025-07-23,3809.11,0.0,Sales,North,Consulting Services,Travel,CL-060
2025-07-23,11502.15,0.0,HR,West,Software Licenses,Salaries,CL-085
2025-07-23,3033.06,552.95,Marketing,East,Software Licenses,Marketing Ads,CL-072
2025-07-23,1553.94,0.0,Sales,West,Hardware Systems,Commissions,CL-072
2025-07-23,8530.2,0.0,Operations,North,Consulting Services,Office Supplies,CL-093
2025-07-23,0.0,1504.87,Marketing,East,Cloud Subscriptions,Events,
2025-07-24,2117.84,0.0,Engineering,North,Consulting Services,Software Subscriptions,CL-052
2025-07-24,0.0,984.15,Marketing,South,Hardware Systems,Marketing Ads,
2025-07-24,8679.19,0.0,Sales,North,Cloud Subscriptions,Software Subscriptions,CL-039
2025-07-24,0.0,806.35,Sales,East,Consulting Services,Travel,
2025-07-24,0.0,1893.87,HR,South,Consulting Services,Salaries,
2025-07-24,0.0,1580.82,Engineering,North,Hardware Systems,Software Subscriptions,
2025-07-24,5318.61,0.0,Engineering,East,Hardware Systems,Training,CL-005
2025-07-24,4207.79,0.0,Engineering,East,Consulting Services,Training,CL-033
2025-07-24,0.0,2939.32,Operations,West,Cloud Subscriptions,Office Supplies,
2025-07-25,0.0,1934.8,HR,West,Hardware Systems,Salaries,
2025-07-25,0.0,2756.9,Sales,South,Hardware Systems,Commissions,
2025-07-25,0.0,2630.12,Operations,North,Cloud Subscriptions,Utilities,
2025-07-25,0.0,1847.5,Operations,East,Cloud Subscriptions,Rent,
2025-07-25,4155.54,0.0,Engineering,West,Consulting Services,Training,CL-031
2025-07-25,6948.23,1063.62,Operations,South,Cloud Subscriptions,Rent,CL-081
2025-07-25,0.0,1499.64,HR,East,Hardware Systems,Benefits,
2025-07-25,10647.65,877.96,Engineering,South,Hardware Systems,Salaries,CL-073
2025-07-25,2858.98,0.0,HR,North,Cloud Subscriptions,Benefits,CL-093
2025-07-25,0.0,4682.55,Engineering,North,Hardware Systems,Training,
2025-07-26,9695.5,0.0,HR,West,Software Licenses,Benefits,CL-028
2025-07-26,0.0,4619.89,HR,North,Hardware Systems,Salaries,
2025-07-26,10278.93,1128.25,Engineering,South,Cloud Subscriptions,Salaries,CL-031
2025-07-26,7975.11,580.11,Sales,South,Hardware Systems,Software Subscriptions,CL-079
2025-07-26,5561.73,2548.87,Engineering,North,Consulting Services,Software Subscriptions,CL-082
2025-07-26,0.0,3879.27,Sales,North,Hardware Systems,Salaries,
2025-07-26,1808.72,0.0,Operations,East,Hardware Systems,Office Supplies,CL-033
2025-07-26,0.0,1483.31,Sales,West,Consulting Services,Salaries,
2025-07-27,10856.38,0.0,Engineering,West,Software Licenses,Salaries,CL-078
2025-07-27,0.0,2547.74,HR,North,Cloud Subscriptions,Benefits,
2025-07-27,0.0,1687.29,HR,South,Cloud Subscriptions,Benefits,
2025-07-27,0.0,4654.87,Operations,North,Hardware Systems,Utilities,
2025-07-27,2084.42,1101.92,HR,North,Cloud Subscriptions,Salaries,CL-021
2025-07-28,0.0,372.86,Sales,West,Cloud Subscriptions,Travel,
2025-07-28,0.0,581.84,Sales,West,Hardware Systems,Salaries,
2025-07-28,1643.21,1277.33,Sales,East,Cloud Subscriptions,Travel,CL-065
2025-07-28,0.0,628.98,Operations,West,Software Licenses,Salaries,
2025-07-28,6963.42,3347.09,Operations,West,Hardware Systems,Salaries,CL-025
2025-07-28,0.0,2446.56,Sales,East,Consulting Services,Commissions,
2025-07-28,4381.5,0.0,HR,South,Cloud Subscriptions,Salaries,CL-073
2025-07-29,1755.67,0.0,Operations,South,Hardware Systems,Salaries,CL-063
2025-07-29,0.0,2363.6,HR,East,Hardware Systems,Software Subscriptions,
2025-07-29,0.0,3025.92,Engineering,East,Consulting Services,Hardware Servers,
2025-07-29,3239.6,0.0,Marketing,West,Cloud Subscriptions,Events,CL-042
2025-07-29,0.0,1440.95,Engineering,West,Cloud Subscriptions,Hardware Servers,
2025-07-29,5786.53,0.0,Marketing,North,Software Licenses,Events,CL-066
2025-07-29,0.0,1173.94,Marketing,West,Consulting Services,Software Subscriptions,
2025-07-29,0.0,3424.46,Engineering,South,Hardware Systems,Hardware Servers,
2025-07-29,0.0,1236.05,Engineering,East,Software Licenses,Software Subscriptions,
2025-07-30,4699.71,453.38,HR,West,Software Licenses,Benefits,CL-097
2025-07-30,8619.36,0.0,Operations,East,Cloud Subscriptions,Salaries,CL-033
2025-07-30,0.0,2326.97,Sales,East,Consulting Services,Commissions,
2025-07-30,0.0,1374.77,Operations,West,Software Licenses,Office Supplies,
2025-07-30,0.0,526.95,Sales,South,Software Licenses,Software Subscriptions,
2025-07-30,5296.03,0.0,Marketing,North,Cloud Subscriptions,Software Subscriptions,CL-079
2025-07-31,12563.09,0.0,Sales,West,Software Licenses,Commissions,CL-031
2025-07-31,0.0,1345.23,Marketing,North,Hardware Systems,Software Subscriptions,
2025-07-31,11439.85,0.0,Sales,South,Cloud Subscriptions,Commissions,CL-088
2025-07-31,0.0,830.48,Operations,North,Consulting Services,Office Supplies,
2025-07-31,8685.53,0.0,Sales,South,Software Licenses,Software Subscriptions,CL-023
2025-07-31,0.0,789.22,Sales,North,Software Licenses,Software Subscriptions,
2025-08-01,1254.26,0.0,Marketing,North,Hardware Systems,Events,CL-082
2025-08-01,0.0,2662.55,Sales,East,Cloud Subscriptions,Travel,
2025-08-01,5928.04,2462.15,Engineering,South,Consulting Services,Hardware Servers,CL-080
2025-08-01,4329.5,1950.08,Marketing,North,Consulting Services,Marketing Ads,CL-084
2025-08-01,0.0,3457.4,Sales,West,Consulting Services,Salaries,
2025-08-01,0.0,2643.6,Operations,South,Hardware Systems,Rent,
2025-08-01,3341.22,1185.72,Operations,South,Software Licenses,Salaries,CL-050
2025-08-01,7320.42,195.07,Operations,East,Software Licenses,Rent,CL-020
2025-08-01,0.0,990.05,Sales,North,Software Licenses,Salaries,
2025-08-01,8488.44,1691.39,Engineering,South,Hardware Systems,Software Subscriptions,CL-025
2025-08-02,8324.51,1528.97,Sales,North,Consulting Services,Commissions,CL-049
2025-08-02,0.0,1080.16,Sales,North,Cloud Subscriptions,Salaries,
2025-08-02,0.0,4082.72,HR,North,Hardware Systems,Benefits,
2025-08-02,7162.83,0.0,HR,South,Hardware Systems,Software Subscriptions,CL-076
2025-08-02,0.0,2795.73,Operations,West,Consulting Services,Salaries,
2025-08-02,5867.66,548.31,Sales,East,Software Licenses,Travel,CL-063
2025-08-02,6033.3,0.0,Marketing,North,Hardware Systems,Events,CL-056
2025-08-02,0.0,627.38,Operations,West,Cloud Subscriptions,Utilities,
2025-08-03,7074.01,0.0,Operations,South,Cloud Subscriptions,Salaries,CL-011
2025-08-03,3776.37,0.0,Marketing,South,Consulting Services,Marketing Ads,CL-073
2025-08-03,0.0,302.71,Sales,South,Software Licenses,Travel,
2025-08-03,0.0,2415.16,Engineering,East,Consulting Services,Training,
2025-08-03,0.0,1110.86,Marketing,North,Consulting Services,Salaries,
2025-08-03,2616.24,0.0,Engineering,North,Consulting Services,Training,CL-100
2025-08-03,0.0,2975.12,Operations,North,Hardware Systems,Salaries,
2025-08-03,9303.08,0.0,Operations,North,Cloud Subscriptions,Utilities,CL-088
2025-08-03,3766.49,0.0,Sales,East,Cloud Subscriptions,Commissions,CL-066
2025-08-03,0.0,566.25,Engineering,North,Software Licenses,Training,
2025-08-04,0.0,2027.08,Engineering,North,Hardware Systems,Hardware Servers,
2025-08-04,0.0,1058.01,HR,North,Cloud Subscriptions,Software Subscriptions,
2025-08-04,0.0,2870.13,Marketing,North,Hardware Systems,Marketing Ads,
2025-08-04,2492.36,0.0,Operations,East,Hardware Systems,Rent,CL-021
2025-08-04,8439.42,0.0,Engineering,West,Consulting Services,Software Subscriptions,CL-089
2025-08-04,0.0,3099.42,Sales,East,Hardware Systems,Commissions,
2025-08-05,12538.92,1867.43,Operations,South,Cloud Subscriptions,Salaries,CL-049
2025-08-05,7768.18,0.0,Engineering,East,Consulting Services,Software Subscriptions,CL-085
2025-08-05,11105.08,0.0,Operations,East,Software Licenses,Rent,CL-056
2025-08-05,9450.47,0.0,HR,South,Consulting Services,Software Subscriptions,CL-004
2025-08-05,8342.99,0.0,HR,North,Consulting Services,Benefits,CL-010
2025-08-05,0.0,1149.57,Operations,East,Cloud Subscriptions,Utilities,
2025-08-05,4332.19,0.0,Marketing,North,Cloud Subscriptions,Events,CL-056
2025-08-05,4439.07,0.0,Operations,East,Software Licenses,Office Supplies,CL-023
2025-08-05,0.0,3647.1,Engineering,South,Hardware Systems,Hardware Servers,
2025-08-06,0.0,1998.73,Sales,West,Cloud Subscriptions,Commissions,
2025-08-06,9389.45,0.0,Engineering,East,Cloud Subscriptions,Training,CL-038
2025-08-06,9092.91,2550.72,Sales,North,Cloud Subscriptions,Travel,CL-007
2025-08-06,3276.93,0.0,Sales,East,Software Licenses,Salaries,CL-069
2025-08-06,0.0,2959.62,Sales,North,Hardware Systems,Travel,
2025-08-06,7986.87,0.0,Engineering,South,Consulting Services,Hardware Servers,CL-065
2025-08-06,0.0,162.05,Marketing,West,Software Licenses,Marketing Ads,
2025-08-06,4866.89,0.0,Operations,South,Consulting Services,Utilities,CL-007
2025-08-06,0.0,2847.91,Engineering,South,Hardware Systems,Hardware Servers,
2025-08-06,9891.99,0.0,Sales,East,Software Licenses,Travel,CL-055
2025-08-07,0.0,790.79,Operations,North,Consulting Services,Office Supplies,
2025-08-07,6354.56,0.0,Engineering,West,Hardware Systems,Software Subscriptions,CL-068
2025-08-07,1874.86,0.0,Operations,North,Cloud Subscriptions,Utilities,CL-052
2025-08-07,8038.92,0.0,HR,North,Hardware Systems,Software Subscriptions,CL-094
2025-08-07,0.0,2893.89,Marketing,North,Hardware Systems,Software Subscriptions,
2025-08-07,0.0,1219.22,Sales,East,Consulting Services,Software Subscriptions,
2025-08-07,0.0,1149.83,Operations,West,Hardware Systems,Rent,
2025-08-07,8940.86,0.0,Sales,East,Cloud Subscriptions,Salaries,CL-057
2025-08-07,0.0,2382.44,Sales,South,Cloud Subscriptions,Commissions,
2025-08-07,0.0,1452.03,Sales,North,Cloud Subscriptions,Software Subscriptions,
2025-08-08,2314.73,0.0,HR,East,Software Licenses,Software Subscriptions,CL-071
2025-08-08,0.0,1201.47,Sales,North,Software Licenses,Travel,
2025-08-08,9795.01,0.0,Operations,East,Software Licenses,Rent,CL-089
2025-08-08,7858.22,0.0,HR,North,Cloud Subscriptions,Salaries,CL-035
2025-08-08,0.0,713.08,Marketing,West,Cloud Subscriptions,Salaries,
2025-08-08,2538.16,0.0,HR,East,Hardware Systems,Salaries,CL-031
2025-08-08,0.0,3638.86,Sales,South,Hardware Systems,Travel,
2025-08-08,8833.0,0.0,Engineering,West,Software Licenses,Training,CL-100
2025-08-09,0.0,2023.4,Marketing,West,Cloud Subscriptions,Events,
2025-08-09,0.0,2060.89,Engineering,South,Cloud Subscriptions,Salaries,
2025-08-09,5748.1,0.0,Operations,North,Cloud Subscriptions,Salaries,CL-088
2025-08-09,4184.12,0.0,Sales,South,Cloud Subscriptions,Travel,CL-087
2025-08-09,2493.45,0.0,Sales,East,Cloud Subscriptions,Salaries,CL-056
2025-08-09,8718.26,0.0,Engineering,South,Consulting Services,Hardware Servers,CL-027
2025-08-09,0.0,1834.63,Engineering,West,Cloud Subscriptions,Hardware Servers,
2025-08-09,7837.89,0.0,Sales,North,Consulting Services,Travel,CL-050
2025-08-10,2773.83,0.0,Sales,East,Cloud Subscriptions,Software Subscriptions,CL-047
2025-08-10,3981.35,0.0,Engineering,West,Hardware Systems,Salaries,CL-078
2025-08-10,4561.59,0.0,Sales,East,Software Licenses,Commissions,CL-067
2025-08-10,0.0,1980.31,Engineering,West,Hardware Systems,Software Subscriptions,
2025-08-10,11734.8,1289.38,Operations,West,Cloud Subscriptions,Office Supplies,CL-069
2025-08-10,0.0,4894.9,Sales,West,Hardware Systems,Salaries,
2025-08-10,1923.91,0.0,HR,North,Software Licenses,Salaries,CL-076
2025-08-10,4584.3,0.0,Operations,East,Cloud Subscriptions,Office Supplies,CL-035
2025-08-10,3801.98,1814.59,HR,North,Cloud Subscriptions,Salaries,CL-027
2025-08-10,0.0,507.76,Marketing,South,Consulting Services,Events,
2025-08-11,0.0,661.93,Engineering,South,Hardware Systems,Software Subscriptions,
2025-08-11,0.0,2540.34,Marketing,West,Consulting Services,Events,
2025-08-11,0.0,1094.97,Marketing,West,Cloud Subscriptions,Marketing Ads,
2025-08-11,6988.81,0.0,Engineering,South,Software Licenses,Hardware Servers,CL-032
2025-08-11,0.0,3625.67,Marketing,West,Consulting Services,Marketing Ads,
2025-08-11,10030.49,0.0,Engineering,West,Hardware Systems,Software Subscriptions,CL-048
2025-08-11,2461.55,0.0,Operations,East,Consulting Services,Utilities,CL-032
2025-08-12,1566.49,0.0,Sales,North,Consulting Services,Software Subscriptions,CL-097
2025-08-12,4348.84,2656.71,HR,East,Consulting Services,Software Subscriptions,CL-033
2025-08-12,1810.9,1419.29,HR,West,Software Licenses,Salaries,CL-047
2025-08-12,0.0,2513.85,Operations,East,Cloud Subscriptions,Salaries,
2025-08-12,3328.24,0.0,Sales,West,Consulting Services,Software Subscriptions,CL-034
2025-08-12,1479.09,0.0,Sales,South,Consulting Services,Software Subscriptions,CL-018
2025-08-12,0.0,481.24,HR,East,Software Licenses,Software Subscriptions,
2025-08-12,0.0,3396.2,Sales,East,Hardware Systems,Software Subscriptions,
2025-08-12,11987.53,0.0,Marketing,South,Software Licenses,Events,CL-005
2025-08-13,0.0,1790.8,Sales,North,Consulting Services,Commissions,
2025-08-13,0.0,1698.52,Marketing,South,Hardware Systems,Software Subscriptions,
2025-08-13,0.0,1728.5,HR,South,Hardware Systems,Recruitment,
2025-08-13,11605.76,0.0,Marketing,North,Software Licenses,Software Subscriptions,CL-067
2025-08-13,4402.91,0.0,HR,West,Hardware Systems,Benefits,CL-040
2025-08-13,2646.7,0.0,Marketing,West,Hardware Systems,Events,CL-060
2025-08-14,3036.91,2500.25,Engineering,East,Consulting Services,Training,CL-080
2025-08-14,3161.47,2480.12,Engineering,West,Cloud Subscriptions,Hardware Servers,CL-032
2025-08-14,0.0,346.56,HR,South,Software Licenses,Software Subscriptions,
2025-08-14,2887.06,0.0,Engineering,South,Consulting Services,Hardware Servers,CL-085
2025-08-14,4684.04,835.22,Marketing,North,Software Licenses,Marketing Ads,CL-027
2025-08-14,3700.12,947.24,Marketing,East,Software Licenses,Software Subscriptions,CL-063
2025-08-15,11127.77,0.0,Operations,South,Hardware Systems,Rent,CL-067
2025-08-15,10579.27,0.0,HR,East,Software Licenses,Recruitment,CL-005
2025-08-15,0.0,1303.53,Operations,West,Cloud Subscriptions,Utilities,
2025-08-15,0.0,3692.13,Marketing,South,Hardware Systems,Software Subscriptions,
2025-08-15,0.0,3087.79,Engineering,East,Consulting Services,Hardware Servers,
2025-08-15,3869.3,0.0,HR,West,Cloud Subscriptions,Software Subscriptions,CL-033
